ganm_id,term,gloss,chapter_id,strophe_id,is_phrase
ganm_635,ზეგარდმო,ზემოდან,1,1,False
ganm_636,სულითა ყვნა,"სული მისცა, სულიერი გახადა",1,1,True
ganm_637,მისმიერი,"მისგან შექმნილი, 
მისეული",1,1,False
ganm_638,სიკვდიდმდე გასატანისა,სიკვდილამდე გასაყოლად,1,2,True
ganm_639,მუნ,იქ (იგულისხმება საიქიო ცხოვრება),1,2,False
ganm_640,თანა წასატანისა,თან წასაღების,1,2,True
ganm_641,შიმშერი,ხმალი,1,3,False
ganm_642,ბალახშ,საუკეთესო ლალი,1,3,False
ganm_643,ყანდი,ტკბილეული,1,3,False
ganm_644,ხამს,"ჯერ-არს, საჭიროა",1,3,False
ganm_645,მიშერისა,ველური თაფლისა,1,3,False
ganm_646,არ ავად გამორჩეული,კარგად გამორჩეული; კარგად შერჩეული სიტყვებით გამოხატული,1,4,True
ganm_647,ხეული,"(გულის) გამხევი, ნახევი ჭრილობის გამჩენი",1,4,False
ganm_648,ბაგე,ტუჩი,1,5,False
ganm_649,აწ,ახლა,1,6,False
ganm_650,შენგნით,შენგან,1,6,False
ganm_651,მათ სამთა გმირთა მნათობთა,იმ სამ მნათობისებრ გმირს,1,6,True
ganm_652,სჭირს ერთმანერთის მონება,"ერთმანეთთან არიან დაკავშირებულნი, ერთმანეთს საჭიროებენ",1,6,True
ganm_653,დაბადებით,ქვეყნის გაჩენიდან,1,7,False
ganm_654,ვინმცა ყოფილა,ვინ იქნებოდა?,1,7,True
ganm_655,ხელის–ხელ საგოგმანები,ხელიდან ხელში გადასაგორებელი,1,8,True
ganm_656,საჭოჭმანები,საყოყმანო,1,8,False
ganm_657,ხელ-მქმნელმან,გამხელებელმა,1,8,False
ganm_658,ნები,"დამსაჯოს, გამიკითხოს თავისი ნებისაებრ",1,8,False
ganm_659,ხელობით,"სიშმაგით, სიშმაგის გამო",1,9,False
ganm_660,სპა,მუდმივი ჯარი; მუდმივი ჯარის მებრძოლი,1,9,False
ganm_661,ვხელობ,"ვშმაგობ, გახელებული ვარ",1,9,False
ganm_662,კვლა,აქ; ისევ,1,9,False
ganm_663,სამარი,სამარისა,1,9,False
ganm_664,ენატრამცა,ინატრონ,1,10,False
ganm_665,ახლად ჩენა,"კვლავ ახელა, სინათლის დაბრუნება",1,10,True
ganm_666,მიჰხვდომია,"შეჰხვედრია, წილად ჰხვდომია",1,10,False
ganm_667,მიაჯეთ ვინ,"გამომექომაგეთ ვინმე, შემიწყალეთ ვინმემ!",1,10,True
ganm_668,სამთა ფერთა საქებელთა,სამხმოვან სიმღერას (ან: სიმღერებს),1,10,True
ganm_669,ლამის,დიაღაც რომ(?),1,10,False
ganm_670,ლექსთა უნდა ვლენა,"ლექსთა მიწოდება, სიტყვების მიცემა უნდა",1,10,True
ganm_671,უბნობდეს,ამბობდეს,1,11,False
ganm_672,მიწყივ,მუდამ,1,11,False
ganm_673,გულოვნობდეს,მამაცობდეს,1,11,False
ganm_674,კვლა,აგრეთვე,1,12,False
ganm_675,ამად,ამიტომ,1,12,False
ganm_676,რბევა,რბენინება,1,13,False
ganm_677,მისჭირდეს,"გაუჭირდეს, გაუძნელდეს",1,13,False
ganm_678,რა ვეღარ მიჰხვდეს ქართულსა,"როცა ვეღარ იპოვის, ვეღარ დაიმორჩილებს სიტყვას",1,14,True
ganm_679,ჩოგან,ცხენბურთის სათამაშო იარაღი,1,14,False
ganm_680,ყოლა,სრულებითაც,1,15,False
ganm_681,უცილობლობს,ჯიუტობს,1,15,False
ganm_682,ძალ-უც,შეუძლიათ,1,16,False
ganm_683,სრულ-ქმნა,დასრულება,1,16,False
ganm_684,ბედითი,"უსარგებლო, ცუდ-უბრალო",1,16,False
ganm_685,ხელად აქვს,"წესად, ჩვეულებად აქვთ",1,16,True
ganm_686,სათრეველად,"გასამასხარავებლად, ხუმრობით გასაკილავად",1,17,False
ganm_687,რაცა ოდენ,რაც კი,1,17,True
ganm_688,ხამს,"საჭიროა, ჯერ-არს, უნდა",1,18,False
ganm_689,მობდეს,"აფუჭებდეს, აუქმებდეს, აფერხებდეს",1,18,False
ganm_690,უჩნდეს,"ჰყავდეს, ეგულებოდეს",1,18,False
ganm_691,მისგან კიდე,მის გარდა,1,18,True
ganm_692,ნურა,ნურაფერი,1,18,False
ganm_693,ცანით,შეიტყეთ!,1,19,False
ganm_694,გამიქიქია,"დამიმცირებია, დამიგმია, გამიბიაბურებია",1,19,False
ganm_695,ჯიქი,"ლეოპარდი, პანტერა",1,19,False
ganm_696,ქვემორე,ქვემოთ,1,19,False
ganm_697,გამოსაგები,"გამოსათქმელი, გამოსახატი",1,20,False
ganm_698,საზეო,"ზეციური, ზეცისკენ მიმართული",1,20,False
ganm_699,თმობამცა ჰქონდა,მოთმინება ჰქონდეს,1,20,True
ganm_700,მიჰხვდებიან,"მისწვდებიან, ეწევიან",1,21,False
ganm_701,დაშვრების,დაიღლება,1,21,False
ganm_702,დავალდებიან,შეწუხდებიან,1,21,False
ganm_703,ვთქვნე ხელობანი ქვენანი,"ვიტყვი, აგიწერთ „ქვენა” ანუ მიწიერ გრძნობებს",1,21,True
ganm_704,ჰხვდებიან,"ეხებიან, ეკუთვნიან",1,21,False
ganm_705,ოდენ,მხოლოდ,1,21,False
ganm_706,ბნდებიან,"გონებას კარგავენ, იბნიდებიან",1,21,False
ganm_707,"მით, რომე","იმიტომ, რომ",1,22,True
ganm_708,ვერ-მიხვდომისა,"ვერმიახლოების, სატრფოსთან თავისი მიზნის ვერმიღწევის",1,22,False
ganm_709,საღმრთო სიახლე,ღმერთთან სიახლოვე,1,22,True
ganm_710,დაშვრების აღმაფრენითა,"იღლება, ძალას ხარჯავს ზეცისკენ სწრაფვაში",1,22,True
ganm_711,კვლა,ხოლო,1,22,False
ganm_712,ქვე უც,"დაბლა, ამ ქვეყნად აქვს",1,22,True
ganm_713,ვითა,როგორც,1,23,False
ganm_714,გვარი,ზეციური „იდეა”,1,24,False
ganm_715,სიძვა,"გარყვნილება, სქესობრივი აღვირახსნილობა",1,24,False
ganm_716,უზის,"უძევს, გავლებული აქვს",1,24,False
ganm_717,ნაუბარი,ნათქვამი,1,24,False
ganm_718,ხამს,"უნდა, საჭიროა",1,25,False
ganm_719,ხანიერი,"გამტანი, ერთგული",1,25,False
ganm_720,უში,"ოხვრა, ვაება, კვნესა",1,25,False
ganm_721,კუშტი,"მკაცრი, უკარებელი",1,25,False
ganm_722,მიჰხვდეს,შეჰხვდეს,1,25,False
ganm_723,ქუში,"პირქუში, უღიმღამო, გულჩათხრობილი",1,25,False
ganm_724,აუზვავდეს,გაუთამამდეს,1,26,False
ganm_725,შეუზარდეს,შეუშინდეს,1,26,False
ganm_726,ყველაკაი,ყოველივე,1,26,False
ganm_727,ნურა ჰგავა,"ნუ ენაღვლება, ნუ დაეძებს",1,26,True
ganm_728,უხმობს,უწოდებს,1,27,False
ganm_729,თმობასა;,მოთმინებას,1,27,False
ganm_730,მღერასა,თამაშს,1,27,False
ganm_731,ბედითსა,"ამაოს, ცუდ-უბრალოს",1,27,False
ganm_732,ვინ იქმს სოფლისა თმობასა,"ვინც ქვეყანას დათმობს, ვინც სატრფოსთვის ყველაფერს გაწირავს",1,27,True
ganm_733,პირველი,აქ: საუკეთესო,1,28,False
ganm_734,თავის-წინა,მარტოობაში,1,28,False
ganm_735,ნიადაგმცა ჰქონდა,მუდამ ჰქონდეს,1,28,True
ganm_736,ხალვა,ფიქრიანი განმარტოება,1,28,False
ganm_737,ალვა,"აალება, წვა",1,28,False
ganm_738,დათმოს,მოითმინოს,1,28,False
ganm_739,ხამს,"საჭიროა, ჯერ-არს",1,29,False
ganm_740,ხვაშიადსა,გულისნადებს,1,29,False
ganm_741,ბედითად,"ტყუილად, ამაოდ",1,29,False
ganm_742,ზმიდეს,შვრებოდეს,1,29,False
ganm_744,მოყვარესა,სატრფოს,1,29,False
ganm_745,აყივნებდეს,არცხვენდეს,1,29,False
ganm_746,უჩნდეს,მიაჩნდეს,1,29,False
ganm_747,უშმაგო,"გონზე მყოფი, არაშმაგი",1,30,False
ganm_748,გაამჩივნოს,გათქვას,1,30,False
ganm_749,რამცა ირგო,"რას ირგებს, რას მოიგებს?",1,30,True
ganm_750,რათამეღა ასახელოს,"რაღათი ასახელებს, რაღათი შეუძლია ასახელოს?",1,30,True
ganm_751,მოაყივნოს,შეარცხვინოს,1,30,False
ganm_752,რა ჰგავა,რა ენაღვლება?,1,30,True
ganm_753,აყივნებს,არცხვენს,1,31,False
ganm_754,წყლულსა,დაჭრილსა,1,31,False
ganm_755,ტირილსა ემართლების,"შეიძლება ტირილი მოვუწონოთ, ტირილისათვის არ დავგმოთ",1,32,True
ganm_756,დაეთვლების,ჩაეთვლება,1,32,False
ganm_757,მისგან კიდე,მის გარდა,1,32,True
ganm_758,დააჩნდეს,შეეტყოს,1,32,False
ganm_759,კაცთა ეახლების,ადამიანებთან იქნება,1,32,True
ganm_6009,სვიანი,ბედნიერი,2,33,False
ganm_6010,ყმიანი,მრავალი ყმის ანუ ვასალის მყოლი,2,33,False
ganm_6011,მორჭმული,"გამარჯვებული, წარმატებული",2,33,False
ganm_6012,უებრო,"უბადლო, სწორუპოვარი",2,33,False
ganm_6013,კვლა,აგრეთვე,2,33,False
ganm_6014,მოუბარი,მოლაპარაკე,2,33,False
ganm_6015,ოდენ,მხოლოდ,2,34,False
ganm_6016,მისთა მჭვრეტთა,მის მნახველებს,2,34,True
ganm_6017,ხამს,"უნდა, საჭიროა",2,34,False
ganm_6019,ბევრად ასული,რავალი ასი,2,34,True
ganm_6020,რა გაიზარდა,რომ გაიზარდა,2,35,True
ganm_6021,გაივსო,დასრულდა,2,35,False
ganm_6022,ამო,"აქ: ნელი, ტკბილი",2,35,False
ganm_6023,ერთგან,რთად,2,36,False
ganm_6024,სასაუბნაროსა,"სასაუბროს, სამსჯელოს",2,36,False
ganm_6025,უმთენაროსა,გაუთენებელს,2,36,False
ganm_6026,გარდასრულვარ,"გადავსულვარ, დრო გამსვლია",2,37,False
ganm_6027,ასრე,ასე,2,37,False
ganm_6028,კადრეს,"მოახსენეს, უთხრეს",2,38,False
ganm_6029,ეგრეცა,მაინც,2,38,False
ganm_6030,გვმართებს მისივე ჯერობა,ასვე უნდა დავჯერდეთ,2,38,True
ganm_6031,სული,უნი,2,38,False
ganm_6032,ხმდა,საჭირო იყო,2,39,False
ganm_6033,გლმობია,გტკენიათ,2,39,False
ganm_6034,შენაფლობი,შენაპყრობი,2,39,False
ganm_6035,გათნევთ,"გეპირფერებით, საამებლად გეუბნებით",2,40,False
ganm_6036,კვლა,სხვა დროსაც,2,40,False
ganm_6037,დია;,ბევრჯერ,2,40,False
ganm_6038,განაცხადი,"ნათელი, ბრწყინვალე",2,40,False
ganm_6039,სპასპეტი,სარდალი,2,41,False
ganm_6040,ამირ-სპასალარი,სამხედრო მინისტრი,2,41,False
ganm_6041,სარო,იპაროსის ხე,2,41,False
ganm_6042,ნაზარდი,"ტანადი, ნაკვთიანი",2,41,False
ganm_6043,უწვერული,იგულისხმება: ახალგაზრდა,2,41,False
ganm_6044,სადარო,"შესადარი, მსგავსი",2,41,False
ganm_6045,ჰკლვიდის,კლავდა,2,41,False
ganm_6046,რა მოჰშორდის,რომ მოშორდებოდა ხოლმე,2,42,True
ganm_6047,შეიქმს,"გახდის, აქცევს",2,42,False
ganm_6048,მიჰხვდა,"ჰხვდა, ერგო",2,43,False
ganm_6049,სოქ-,სოქი - ალი,2,43,False
ganm_6050,მომხვდების,შემხვდება,2,43,False
ganm_6051,ნუთუ,ეგებ,2,43,False
ganm_6052,განანათლნეს ყოველნი,"გაანათოს ყოველივე, ყველანი",2,44,True
ganm_6054,ვით,როგორც,2,44,False
ganm_6053,შემსხმელმან,ქების მთქმელმა,2,44,False
ganm_6055,ხასი,"დიდებული,",2,45,False
ganm_6056,სპასპეტი,სარდალი,2,45,False
ganm_6057,რომე,რომ,2,45,False
ganm_6058,ურქმელი,უთქმელი,2,45,False
ganm_6059,სკიპტრა,"სამეფო კვერთხი, მეფის ძალაუფლების სიმბოლო",2,46,False
ganm_6060,ცნობითა ზე-მხედველითა,ზეცისკენ მიპყრობილი გონებით,2,46,True
ganm_6061,სხვაგნით,სხვა მხრიდან,2,47,False
ganm_6062,ბუკსა ჰკრეს,ბუკს (სასულე საკრავს) ჩაჰბერეს,2,47,True
ganm_6063,წინწილა,"მუსიკალური იარაღი, ლითონის თეფშების მსგავსი",2,47,False
ganm_6064,ყრის,ხრის,2,47,False
ganm_6065,ამად,ამიტომ,2,48,False
ganm_6066,სწვრთის,"ასწავლის, არიგებს, ჰმოძღვრავს",2,48,False
ganm_6067,ითავსებოდა,იცვლებოდა,2,48,False
ganm_6068,ამისად ქმნამდის,სანამ ამას არ ვიზამდი,2,48,True
ganm_6069,დამევსებოდა,ჩამიქრებოდა,2,48,False
ganm_6070,აქათგან,ამიერიდან,2,49,False
ganm_6071,ვინათგან,ვინაიდან,2,50,False
ganm_6072,დება რა სავარგულია?,"მდებარე ნივთი, უხმარი ნივთი რა გამოსადეგია?",2,51,True
ganm_6073,წვრთასა,"დარიგებას, დამოძღვრას",2,52,False
ganm_6075,საჭურჭლე,"განძეულობა, სიმდიდრე",2,53,False
ganm_6076,ყველაკასა,ყველაფერს,2,54,False
ganm_6077,ამოაგებს,"აავსებს, გაამდიდრებს",2,54,False
ganm_6079,საჭურჭლესა,"სიმდიდრეს, განძს",2,54,False
ganm_6080,ამილახორო,"ამილახორი - მეჯინიბეთუხუცესი, სახელმწიფოს საცხენო მეურნეობის განმგებელი",2,55,False
ganm_6081,მოასხი,გამორეკე,2,55,False
ganm_6082,რემა,ჯოგი,2,55,False
ganm_6083,მოიღეს,მოიტანეს,2,55,False
ganm_6084,ლარსა,ლარი - ძვირფასი ნივთები და ქსოვილები,2,55,False
ganm_6085,ალაფობდეს,"ალაფობდნენ, სამხედრო ნადავლსავით იტაცებდნენ",2,56,False
ganm_6086,ტაიჭსა,ცხენს,2,56,False
ganm_6087,ქვე-ნაბამსა,"ადგილზე ნაბამს, ნაკვებს, ღონეზე მოსულს",2,56,False
ganm_6088,ბუქსა,თოვლნარევ ქარს,2,56,False
ganm_6089,მუნ,იქ,2,57,False
ganm_6090,დაღრეჯილობა,"მოწყენა, ნაღველი",2,57,False
ganm_6091,ამისი ცილობა,ამაზე დავა,2,57,True
ganm_6092,მჭვრეტთაგან მოსანდომი,შემხედველთა თვალის დამატყვევნელი,2,58,True
ganm_6093,ჩაუქი,"მარდი, სწრაფი",2,58,False
ganm_6094,ცუდსა,ტყუილ - უბრალოს,2,59,False
ganm_6095,გონებასა,ფიქრში,2,59,False
ganm_6096,თვარა,თორემ,2,59,False
ganm_6097,ყოლა,სრულებით,2,59,False
ganm_6098,ვჰკადროთ,"ვუთხრათ, შევბედოთ",2,59,False
ganm_6099,კენარი,ტანწერწეტი ხე,2,60,False
ganm_6100,ქცევითა,იხვრა–მოხვრით,2,60,False
ganm_6101,მუხლ-მოყრით,ცალი მუხლის მოდრეკით,2,60,False
ganm_6102,დაგიღრეჯია,"მოგიწყენია, დაღონებულხარ",2,61,False
ganm_6103,საბოძვარ,"ხშირი, უხვი",2,61,False
ganm_6104,შემოჰხედნა,შემოჰხედა,2,62,False
ganm_6105,ბრძანებანი უიმედნა,"მისთვის საიმედოდ, კეთილგანწყობილად ელაპარაკა",2,62,True
ganm_6106,დაიყბედნა,"დაიყბედა, წამოროშა",2,62,False
ganm_6107,სითგანცა,საითაც კი,2,63,False
ganm_6108,სამამაცონი ზნენი,სავაჟკაცო საქმე,2,63,True
ganm_6109,სათუთობითა,"ნაზად, ნებივრად",2,64,False
ganm_6110,ანუმცა მგვანდა,ან მგვანებოდა,2,64,True
ganm_6111,ცოტასა შემწევს,ცოტა მემსგავსება,2,64,True
ganm_6112,მოაფენდა,"აფენდა, ასხივებდა",2,65,False
ganm_6113,თავსა ჩემსა,ჩემ თავს ვფიცავ!,2,66,True
ganm_6114,ფარმანი,"უვნებლობის, პატიების წინასწარი დასტური, ზეპირი ან წერილობითი",2,66,False
ganm_6115,არ გამხადო კადნიერად,"თავხედობაში, მორიდების არცოდნაში არ ჩამომართვა",2,66,True
ganm_6116,რადმცა ვიწყინე,რად ვიწყენდი? რად ვიწყინო?,2,67,True
ganm_6117,მის მზისა მოწუნარისა,"იმ მზეზე უმჯობესის, იმ მზეთუნახავის",2,67,True
ganm_6118,მიწაცა თქვენი,"თქვენს წინაშე იგივე, რაც მიწა და მტვერი",2,68,True
ganm_6119,მოვასხნეთ,მოვიყვანოთ,2,68,False
ganm_6120,მოასპარეზედ,"მებრძოლად, სავაჟკაცო საქმეთა მცოდნედ",2,68,False
ganm_6121,ცუდნიღა უკუთქმანია,ახლა უკვე ამაოა ნათქვამის გადათქმა,2,68,True
ganm_6122,წყლიანი,"ხალისიანი, გუნებიანი",2,69,False
ganm_6123,მეტად-რე,"მეტად, ძალიან",2,69,False
ganm_6124,ბედად-რე,ბედად,2,69,False
ganm_6125,დაცილება,შეცილება,2,70,False
ganm_6126,კლება,"შეშინება, უკან დახევა",2,70,False
ganm_6127,ვიქმოდეთ მოწმად ჩვენთანა ხლებასა,"ვიახლოთ, ახლოს ვიყოლიოთ",2,70,True
ganm_6128,ვისძი,თუ ვის,2,70,False
ganm_6129,გააჩინეს,"დათქვეს, გადაწყვიტეს",2,71,False
ganm_6130,ვლიდეს,"დადიოდეს, იაროს",2,71,False
ganm_6131,მარებლად,მვლელად,2,72,False
ganm_6132,მიუმცდარებლად,შეუცდომლად,2,72,False
ganm_6133,დასცევით,"შემორეკეთ, შეაკავეთ, გაფანტვის საშუალება არ მისცეთ",2,73,False
ganm_6134,თავნი ამისთვის არენით,ამისთვის იარეთ,2,73,True
ganm_6135,ამზოდ აწვივნეს,მზადყოფნა უბრძანეს,2,73,True
ganm_6136,მუნ,იქ,2,73,False
ganm_244,ნაზარდი,"ტანადი, ნაკვთიანი",3,74,False
ganm_245,სოსანი,შროშანი,3,74,False
ganm_246,ძოწეულითა მოსილი,"წითელი მოსილი, ჩაცმული, შემოსილი",3,74,True
ganm_247,პირად ბროლ-ბალახშოსანი,კანთეთრი და ბაგეწითელი,3,74,True
ganm_248,პირ-ოქრო რიდე ეხვია,"ქსოვილისაგან დამზადებული რიდე, თავ-კისრის მოსასხამი",3,74,True
ganm_250,ტაიჭოსანი,ცხენოსანი,3,74,False
ganm_251,მგრგვლივ,ირგვლივ,3,75,False
ganm_252,გარე შემოჰკრვიდეს,გარშემო შეეკრათ.,3,75,True
ganm_253,სპანი,"ჯარი, ჯარისკაცები",3,75,False
ganm_254,სრვიდეს,"ხოცავდნენ, ახვედრებდნენ",3,75,False
ganm_255,ვლიდით,იარეთ.,3,76,False
ganm_256,ფიცხელსა,"მაგარი, ძნელი მოსაზიდი",3,76,False
ganm_257,ნაკრავსა,მონარტყამს,3,76,False
ganm_258,ყოვლგნით,ყველა მხრიდან,3,76,False
ganm_259,კიდითა,"კიდიდან, ნაპირიდან.",3,76,False
ganm_260,კანჯარი,გარეული ვირი,3,77,False
ganm_261,გაუხდეს,გამოედევნენ,3,77,False
ganm_262,ჭვრეტადმცა სჯობდა,სანახავად აჯობებდა,3,77,True
ganm_263,დაუშვრომელი,დაუღალავი.,3,77,False
ganm_264,ცხენთა მათთა ნატერფალნი,ცხენის ფლოქვებისგან აყრილი მიწა,3,78,True
ganm_265,მიასხმიდეს,ასხამდნენ.,3,78,False
ganm_266,დაკოდილნი,დაჭრილნი,3,78,False
ganm_267,წასდგმიდეს,დგამდნენ.,3,78,False
ganm_268,შემოისხეს,გამოირეკეს.,3,79,False
ganm_269,შეესწრნეს,"შეესწრნენ, შეეფარნენ",3,80,False
ganm_270,მაშვრალნი,დაღლილნი,3,80,False
ganm_271,მოსწყდეს,"მოეშვნენ, ძალა გამოელიათ",3,80,False
ganm_272,რაზომცა,თუმცა,3,80,False
ganm_273,მხნენი,ძლიერნი.,3,80,False
ganm_274,ამხანაგობდეს,ხუმრობდნენ,3,81,False
ganm_275,რომე,რომელნიც,3,81,False
ganm_276,უკანა ჰყვებოდეს,"ახლდნენ, დაჰყვებოდნენ.",3,81,True
ganm_277,თქვენგან არ გვეთნებოდეს,"პირფერობას, მაამებლობას ნუ დაგვიწყებთ.",3,81,True
ganm_278,ჰკადრეს,მოახსენეს.,3,82,False
ganm_279,ნუ გემცთარებით,შეცდომად ნუ ჩაგვითვლით,3,82,True
ganm_280,ყოლა,სრულებით,3,82,False
ganm_281,აწვეცა დაგვხოც,ამ წამშიც რომ დაგვხოცო,3,82,True
ganm_282,ჰგავ,ჰგავხარ,3,82,False
ganm_283,უფროსი,მეტი.,3,83,False
ganm_284,რაც ოდენ,რაც კი.,3,83,True
ganm_285,შეუტყორცია,უსვრია.,3,83,False
ganm_286,გაგვიხოცია,გაგვიწმენდია,3,83,False
ganm_287,უჩს,"ეჩვენება, მიაჩნია",3,84,False
ganm_288,მღერა,თამაში,3,84,False
ganm_289,მიჯნურობა,სიყვარული,3,84,False
ganm_290,ლაღობს,ხუმრობს,3,84,False
ganm_291,საგრილად,"გასაგრილებლად, დასასვენებლად",3,85,False
ganm_292,გარდახდეს,"ჩამოხდნენ ცხენებიდან, ჩამოქვეითდნენ.",3,85,False
ganm_293,უფროსნი ბზეთასა,ბზეზე უმრავლესნი,3,85,True
ganm_294,უთქს,უდგათ,3,85,False
ganm_295,უხმნესი სხვათა მხნეთასა,სხვა ძლიერებზე უძლიერესნი.,3,85,True
ganm_489,მოყმე,"მეომარი, რაინდი",4,86,False
ganm_490,სადავითა ჰყვა,"სადავით ჰყავდა, სადავით ეჭირა",4,86,True
ganm_491,ლომსა და ვითა გმირსა,ლომისა და გმირის მსგავსს,4,86,True
ganm_492,კაბა,ზედა ჩასაცმელი (კაცისა),4,87,False
ganm_493,გარე-თმა,ბეწვით გარეთკენ მიქცეული,4,87,False
ganm_494,სარქმელი,დასახური,4,87,False
ganm_495,ნაჭედი,შეჭედილი,4,87,False
ganm_496,უსხოსი მკლავისა,მკლავზე მსხვილი,4,87,True
ganm_497,უცხო პირად და ტანად,"პირისახითა და ტანით უცხო, უჩვეულო, მშვენიერი",4,88,True
ganm_498,ფიცხლად,სწრაფად,4,88,False
ganm_499,ჯანად,ძლიერად,4,88,False
ganm_501,მოდი წინაშე,"მოდი ჩემს წინაშე, გამოცხადდი, მეახლე",4,88,True
ganm_502,საუბრად მის ყმისა,"იმ მოყმესთან, რაინდთან გამოსალაპარაკებლად",4,89,True
ganm_503,თავ-ჩამოგდებით,"თავდახრით, თავჩაქინდრვით, მწარედ",4,89,False
ganm_504,ჭვრეტით,"საჩვენებლად, შემხედველთა მოსატყუებლად",4,89,False
ganm_505,მოლიზღარი,"თვალთმაქცი, თავის მომჩვენებელი",4,89,False
ganm_506,ჰგია,"დევს, დაგებულია",4,89,False
ganm_507,მოსცალდა სიტყვისა თქმად აღარისად,"სიტყვის თქმა ვეღარ შეძლო, სიტყვის სათქმელად ძალა ვეღარ მოიკრიბა",4,89,True
ganm_508,შეუზარდა,შეუშინდა,4,90,False
ganm_509,გაუუმეცარდა,"ვერ შენიშნა, ყურადღება არ მიაქცია",4,90,False
ganm_510,არა ესმა,ვერ გაიგონა.,4,91,True
ganm_511,ზახილისა,"ძახილის, ყვირილის ერთობსრულებით",4,91,False
ganm_512,უგრძნობარი,"ვერგამგები, ვერშემტყობი",4,91,False
ganm_513,უცხოდ რადმე,"საკვირველად, უჩვეულოდ",4,91,True
ganm_514,ცეცხლთა ნადებარი,"ცეცხლმოდებული, ტანჯული",4,91,True
ganm_515,მისმან თავისა წონამან,"მისმა თავის მზემ, მის თავს ვფიცავ",4,92,True
ganm_516,დააგდო,შეწყვიტა,4,92,False
ganm_517,ბაგეთათ,"ბაგეთაგან, ტუჩებიდან",4,92,False
ganm_518,გარე შემობრუნდა,მოტრიალდა.,4,93,True
ganm_519,გამირეტდეს,"გამირეტდნენ, გამიშეშდნენ",4,93,False
ganm_520,გა-ცა-წყრა,გაწყრა კიდეც,4,94,False
ganm_521,უც,აქვს,4,94,False
ganm_522,ჩხარი,ჩხარუნი.,4,95,False
ganm_523,თვალნი მოარნა,თვალები მოატარა,4,95,True
ganm_524,არას მოუბარია,არაფრის მთქმელია.,4,95,True
ganm_525,მკლავნი გაიმამაცურნა,"მკლავები გაიმამაცურა, საბრძოლველად გაემზადა",4,96,True
ganm_526,გამართეს,გაიშვირეს,4,97,False
ganm_527,გლახ,"შორისდებული, სიბრალულის გამომხატველი",4,97,False
ganm_528,საწყალობელად,შესაბრალად,4,97,False
ganm_529,გაგულისდა,გაჯავრდა,4,98,False
ganm_530,რაზომნიცა,რამდენნიც,4,98,False
ganm_531,დაასახნა,დაამსგავსა.,4,98,False
ganm_532,ივაგლახნა,"დამწუხრდა, ჩივილი დაიწყო.",4,98,False
ganm_533,უკადრი,"ამაყი, მიუკარებელი",4,99,False
ganm_534,ტაიჭი,ცხენი,4,99,False
ganm_535,მიუქს,მიუგავს,4,99,False
ganm_536,რა ცნა,რომ გაიგო.,4,100,True
ganm_537,ეძებდეს,ეძებდნენ,4,100,False
ganm_538,მისგან წანარბენსა,მის გავლილს,4,100,True
ganm_539,უკვირდა,უკვირდათ.,4,101,False
ganm_540,წახდომა,"წასვლა, გაქრობა",4,101,False
ganm_541,აქამდისი,დღევანდლამდელი,4,102,False
ganm_542,დანავღლება,"დანაღვლიანება, გამწარება",4,102,False
ganm_543,ძალ-უც,შეუძლია,4,102,False
ganm_544,მადლი,მადლობა,4,102,False
ganm_545,დაღრეჯილი,დაღონებული.,4,103,False
ganm_546,უზრახვიდა,"ძრახავდა, ამტყუნებდა",4,103,False
ganm_547,დაღრეჯილი,დაღონებული.,4,104,False
ganm_548,უჩს,მიაჩნია,4,104,False
ganm_549,ჯალაბი,"კარზე მყოფნი, სასახლის მკვიდრნი.",4,104,False
ganm_550,აჯრილი,"თავშეყრილი, მჭიდროდ მომდგარი.",4,104,False
ganm_551,გაბედითდა,"გაცუდდა, გაუქმდა",4,104,False
ganm_552,ჩაღანა,სიმებიანი საკრავი,4,104,False
ganm_553,ესმა,"გაიგონა, ყური მოჰკრა",4,105,False
ganm_554,ცილობა,"შეცილება, გაჯიბრება",4,105,False
ganm_556,მოლარე,"მეფის ქონების მმართველი, უახლოესი მსახური",4,105,False
ganm_557,ძილია თუ ღვიძილობა?,(მეფეს) სძინავს თუ ჰღვიძავს?,4,105,True
ganm_558,ყმა,"მოყმე, რაინდი",4,106,False
ganm_559,შესლვა არ ჩემგან ჟამით-ა,ჩემი შესვლის დრო არაა.,4,106,True
ganm_560,გამოხდა,გავიდა,4,107,False
ganm_561,ჯავარი,მარგალიტის თვალი,4,107,False
ganm_562,წეღა,"ა ხლაღა, ეს–ესაა",4,107,False
ganm_563,დაღრეჯით გცნა,"გაიგო, რომ დაღონებული ხართ",4,107,True
ganm_564,ვით გავსძლეო,როგორ გავძლოო?,4,108,True
ganm_565,ჭმუნვა,"ნაღველი, მწუხარება",4,108,False
ganm_566,გამიქარვე,გამიფანტე,4,108,False
ganm_567,წყლულსა,დაწყულებულს,4,108,False
ganm_568,ლხინთა რად დავლეო,"ლხინი რატომ გამომლევიაო, რატომ აღარ ვილხენო",4,108,True
ganm_569,მთვარისა მოვანებასა,მთვარის შესვლას მის საკუთარ ბინაში,4,109,True
ganm_570,მახლავ რად არა,რატომ ჩემთან არ ხარ?,4,109,True
ganm_571,აგრე,ასე,4,110,False
ganm_572,ვეჭვ,მგონი,4,110,False
ganm_573,უბრძანა,უთხრა,4,111,False
ganm_574,რაზომცა,რამდენადაც კი,4,111,False
ganm_575,დამისახია,"დამისახავს, მიმიჩნევია",4,111,False
